,SMILES,LogS_water,LogS_ethanol,LogS_benzene,LogS_acetone
1745,CCC[C@H]1CC2=C(C[C@@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,,-2.044478349,-0.64653834,0.277740946
1746,CCCCCCCCOC(=O)c1cc(c(c(c1)O)O)O,,0.192684881,,
1747,Cc1ccc2c(c1)C(=O)c1cc(ccc1C2=O)C(=O)O,,-2.080894376,,
1748,COc1cc(c(c(c1OC)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,-1.834355523,,
1749,c1ccc(cc1)COP(=O)(OCc1ccccc1)OCc1ccccc1,,0.167716211,,
1750,CCCC(C)CC1(CCO)C(=O)NC(=S)NC1=O,,-0.841870015,,
1751,CCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,,-2.589989393,,
1752,c1cc(ccc1Cl)Cl,,-0.20828776,,
1753,CC(C)CCC1(CCO)C(=O)NC(=S)NC1=O,,-0.277383831,,
1754,CN(C)CCn1c(nnn1)S,,-2.977160211,,
1755,c1cc(ccc1C(=O)Nc1ccc(cc1N)N)N,,-1.863368836,,
1756,c1ccc2c(c1)C(=O)OC2(Nc1cccc(c1)[N+](=O)[O-])Nc1cccc(c1)[N+](=O)[O-],,-1.418572841,,
1757,C[C@H]1C(=O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@@]2(C)CC[C@@]2(C)[C@@H]3CC(C)(C)CC[C@]3(C)CC[C@]12C,,-2.926857727,,
1758,CC1(C)COP(=O)(NCCNP2(=O)OCC(C)(C)CO2)OC1,,-2.132990367,,-1.358088214
1759,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](C(=O)CO)([C@@]3(C)C[C@@H]([C@H]21)O)O,,-1.171224459,,
1760,CC(=O)NCC(=O)O,,-1.086940079,,
1761,CC(=O)Nc1cccc2ccccc12,,-0.766231448,,
1762,CCCCCCCCCCC(C)(C)C(=O)NO,,0.0,-1.999982157,
1763,CC(C(=O)c1ccccc1)C(=O)c1ccccc1,,-0.772286248,,
1764,C1C[C@@H](C(=O)O)NC1,,-0.987862687,,
1765,c1[nH]cnn1	,,0.503382063,,
1766,c1cc2c(cc1CC(=O)O)OCO2	,,-0.2596373,,
1767,Cc1cc(C)cc(c1)C=O	,,0.871572936,,
1768,c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)O	,,-0.12847523,,
1769,c1cc(cnc1)N	,,0.885256977,,
1770,c1cc(N)nnc1	,,-0.40053445,,
1771,c1cc(c(cc1C(=O)O)[N+](=O)[O-])Cl	,,-0.2596373,,
1772,c1cc(ccc1C=O)Cl	,,0.46810174,,
1773,CN(C)c1ccc(C=CC=O)cc1	,,-1.2411443,,
1774,c1cc(ccc1C(=O)O)F	,,-0.096774317,,
1775,C1C2CC3CC1CC(C2)(C3)N	,,-2.397940009,,
1776,c1cc(ccc1C(=O)O)O	,,0.29732272,,
1777,c1cc(ccc1CC(=O)O)O	,,0.36059341,,
1778,Cc1ccc(cc1)C(=O)O	,,-0.11208758,,
1779,C(CCC(=O)O)CCN	,,-2.522878745,,
1780,c1cc(N)nnc1Cl	,,-1.4569207,,
1781,C(CCCC(=O)O)CCCBr	,,0.609818629,,
1782,c1ccc(c(c1)CC(=O)OCC(=O)O)Nc1c(cccc1Cl)Cl	,,-1.4052794,,
1783,CC(=O)Oc1ccccc1C(=O)O	,,0.11693965,,
1784,CC(C(=O)O)N	,,-2.045757491,,
1785,CCC1(CC)C(=O)NC(=O)NC1=O	,,-0.30016229,,
1786,CCCCCCCCCCCCCCCCCCN	,,-0.086186148,,
1787,c1cc2c(cc1C(=O)O)[nH]nn2	,,-1.4751345,,
1788,CC(C)(C)OC(=O)NCC(=O)O	,,0.613841822,,
1789,CCC(C)C1(CC)C(=O)NC(=O)NC1=O	,,-0.40255713,,
1790,c1ccc2c(c1)C(=O)c1cccc(c1C2=O)Cl	,,-2.210257085,,
1791,Cc1c(CSCCN/C(=N/C)/NC#N)nc[nH]1	,,-0.8301577,,
1792,c1ccc(cc1)C=CC(=O)O	,,0.048740946,,
1793,C/C=C/C(=O)O	,,0.788875116,,
1794,c1ccc2c(c1)c(C=O)c1ccccc1c2Cl	,,0.24797326,,
1795,c1ccc(cc1)/C=C/C(=O)/C=C/c1ccccc1	,,-0.98716277,,
1796,COC(=O)/C=C/C(=O)OC	,,-1.0473521,,
1797,c1ccc(cc1)S(=O)(=O)c1ccccc1	,,0.060697839,,
1798,c1ccc(cc1)C(c1ccccc1)C(=O)O	,,-0.80000001,,
1799,C[C@]12CCCCC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1C[C@H](C2=O)F	,,-1.993533958,,
1800,c1cc(CNc2cc(c(cc2C(=O)O)S(=O)(=O)N)Cl)oc1	,,-1.3840499,,
1801,C(C(=O)O)N	,,-3.408935393,,
1802,C[C@H]1COc2c3c(cc(c2N2CCN(C)CC2)F)c(=O)c(cn13)C(=O)O	,,-1.743533091,,
1803,c1ccc(c(c1)C(=O)O)N=Nc1ccc(cc1)O	,,-1.0779113,,
1804,C(=CC(=O)O)C(=O)O	,,0.532754379,,
1805,c1cc(cc(c1)Nc1c(cccn1)C(=O)O)C(F)(F)F	,,-0.97061622,,
1806,Cc1ccc(cc1)S(=O)(=O)O	,,-1.3372421,,
1807,Cc1ccc(cc1)S(=O)(=O)C[N+]#[C-]	,,-0.55518258,,
1808,CCC1(c2ccccc2)C(=NC(=O)N=C1O)O	,,0.698100546,,
1809,c1ccc(cc1)CC(=O)O	,,0.671172843,,
1810,COc1cc(/C=C/C(=O)O)cc(c1O)OC	,,-0.10237291,,
1811,C(CCCC(=O)O)CCC(=O)O	,,-0.34055558,,
1812,c1ccc(cc1)C(c1ccccc1)(c1ccccc1)c1ccccc1	,,-3.609999999,,
1813,CCCCNC(=O)C(c1cc2ccccc2c2ccccc12)N(Cc1ccco1)C(=O)Cc1ccccc1	,,-2.0,,
1814,CC(C)(C)NC(=O)C(c1ccccc1)N(Cc1ccco1)C(=O)CNC(=O)OC(C)(C)C	,,-1.759303401,,
1815,CCCCCCCCCCC(=O)O	,,0.595496222,,
1816,C(CC(=O)O)C(=O)C(=O)O	,,0.4756712,,
1817,COc1cc(ccc1O)C=O	,,0.39269695,,
1818,COc1ccc(cc1OC)C=O	,,0.739572344,,
1819,CCC(c1ccccc1)C(=O)O	,,0.792391689,,
1820,Cc1ccc(cc1C)C=O	,,0.877371346,,
1821,CC(C)COC(=O)[C@H]([C@@H](C(=O)OCC(C)C)O)O,,0.244851692,,
1822,CCC(CC)(CC(C)C)OC(=O)NC(=O)N,,-1.23520234,,
1823,c1ccc(cc1)COC(=O)NC(=O)N,,-1.945804181,,
1824,CCCCC(CC)CC(CC)(CC)C(=O)NO,,0.0,0.0,
1825,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=N/c1ccc(cc1)S(=O)(=O)C(F)(F)F,,-2.130189117,,
1826,CC1CCCCC1OC(=O)NC(=O)N,,-1.43525916,,
1827,CN1CC[C@]23[C@H]4C=C[C@@H]([C@@H]3Oc3c(ccc(C[C@@H]14)c23)OC)O,,0.222761727,,
1828,CCC1(CCO)C(=O)NC(=S)NC1=O,,-0.564126195,,
1829,CN(C)c1ccc(cc1)C(C#N)(c1ccccc1)c1ccc(cc1)N(C)C,,-2.508637242,,
1830,c1ccc2c(c1)c(=O)nc(c1ccccc1S(=O)(=O)N)[nH]2,,-2.612749267,,
1831,c1ccc(cc1)C(c1ccccc1)(C(=O)NNS(=O)(=O)c1ccccc1)O,,-0.71333159,,
1832,CCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,,-2.761892022,,
1834,c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCc1cnc2c(c(=O)nc(N)[nH]2)n1,,-2.921360783,,
1835,CCOC(=O)NC(C)(C(=O)O)NC(=O)OCC,,0.626228979,,
1836,Cc1c(c(c(c(c1Br)Br)Br)Br)Br,,-3.670157508,,
1837,c1ccc(cc1)Nc1ccc(cc1)n1nc2ccccc2n1,,-1.155845958,,
1838,COc1ccc(cc1)N=Cc1ccc(cc1)[N+](=O)[O-],,-1.962574264,,
1839,COc1cc(C=CC(=O)O)cc(c1O)OC,,-0.687277577,,
1840,CCOC(=O)Nc1ccc(cc1N)NCc1ccc(cc1)F,,-1.18089396,,
1841,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12,,-1.218807164,,
1842,Cc1ccc(cc1)C(CCC(c1ccccc1)(c1ccc(C)cc1)O)(c1ccccc1)O,,-1.90910954,,
1843,c1ccc2cc(ccc2c1)OP(=O)(Oc1ccc2ccccc2c1)Oc1ccc2ccccc2c1,,-2.678033738,,
1844,c1ccc2c(c1)c1CCCC(=O)c1[nH]2,,-0.990246259,,
1845,CC1(C)C2CC[C@@]1(C)C(=O)/C/2=C(/c1ccccc1)\O,,-0.983952847,,
1846,CCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)O,,-2.52923583,,
1847,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)O)C(=O)O,,-1.093780574,,
1848,c1ccc2c(c1)c1=NC3=CC=CC(=Nc4c5ccccc5c(N=C5C=CC=C(C5)N=c2[nH]1)[nH]4)C3,,0.160128574,,
1849,c1ccc(cc1)/C=C/c1ccccc1,,-1.25995379,,
1850,CCCn1c2c(c(=O)n(CCC)c1=O)[nH]c(C13CC4CC(CC3C4)C1)n2,,-1.296748044,,
1851,c1ccc(cc1)C(=O)N=[N+]=[N-],,0.008276759,,
1852,CCCCCCCCCCCCCCCCCCCCCCCC,,-2.45058394,,-2.585282514
1853,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=N/c1ccc(cc1C(F)(F)F)N(=O)=O,,-3.236573593,,
1854,CCCCCCCCCCCC(=O)O,,0.555510462,,
1855,c1cc(ccc1C=CC(=O)CC(=O)C=Cc1ccc(cc1)O)O,,-0.764745547,,
1856,CCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,,-2.685396149,,
1857,CS(=O)(=O)c1ccc(cc1)C=O,,-2.168330068,,
1858,CCCCCCCCCCCCCCCc1cccc(c1)O,,0.591476024,,
1860,Cc1ccccc1S(=O)(=O)NNC(=O)C(c1ccccc1)(c1ccccc1)O,,-0.314498856,,
1861,c1cc2c3ccc(cc3C(c2cc1Br)O)N,,-1.924085877,,
1862,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)C(C)C,,-2.057621417,,
1863,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,,-3.090170447,,
1864,Cc1cc(cc(C)c1Oc1c(c(N)nc(Nc2ccc(cc2)C#N)n1)Br)C#N,,-3.767782892,,
1865,CC(c1ccccc1)OC(=O)NC(=O)N,,-1.486007272,,
1866,c1cc(c(c(c1)Cl)Cl)c1c(N)nc(N)nn1,,-1.848997955,,
1867,c1ccc(cc1)C(c1ccccc1)(C(=O)NNS(=O)(=O)c1ccc(cc1)N)O,,-1.962800068,,
1868,CCC(C(=O)O)NC=O,,-0.449776358,,
1869,c1c(cc(cc1O)O)O,,0.53062241,,
1870,CCCC1(CCO)C(=O)NC(=S)NC1=O,,-0.204123,,
1871,CC(=O)Nc1ccc(cc1)C(=O)O,,-0.767004244,,
1872,CCCCCCCOC(=O)NC(=O)N,,-1.703837128,,
1873,c1ccc(cc1)c1cccc(c1)/N=C/c1ccc(cc1N(=O)=O)N(=O)=O,,-2.065501258,,
1874,CCC1(CC)C(=O)NC(=S)NC1=O,,-0.014917656,,
1875,CC1=NNC(=O)N(C1)/N=C/c1cccnc1,,-1.984737284,,
1876,CCCCCCCCCCCCCCCC(=O)OCC(CO)O,,-0.907458668,,
1878,CCCCCCCCCCCCCCCCCC(=O)O,,-0.600165637,,
1879,c1ccc2c(c1)c(CC(C(=O)O)N)c[nH]2,,-3.320665467,,
1880,COc1cc(/C=C/CO)cc(c1O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)OC,,-2.071674923,,
1881,CCCCCCCCCCCCCCCCCC(=O)OCCCl,,-1.320844297,,
1882,CN(c1ccccc1)c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,-2.025641699,,
1883,CC(C)[C@@](CC[C@](C)(C(=O)O)O)(C(=O)O)O,,-0.749541691,,
1884,c1cc(I)oc1C=O,,-0.869196505,,
1886,c1ccc(cc1)C1C(=O)C(=O)OC1c1ccc2c(c1)OCO2,,-2.210200097,,
1887,c1ccc(cc1)N=Nc1ccc(cc1)N(c1ccccc1)c1ccccc1,,-0.714448841,,
1888,CC(=O)Nc1ccccc1C(=O)O,,-0.568635787,,
1889,CCOC(=O)C(C(C(=O)OCC)OC(=O)C)OC(=O)C,,0.598792806,,
1890,c1cc(ccc1Cl)NC(=S)NNC(=O)c1ccncc1,,-3.955554542,,
1891,CCCCCCCCCCCCC1C(=O)N=C(N)S1,,-2.027519105,,
1892,CCCCCCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCCCCCC,,-2.439194048,,
1893,CCCC(CCC)OC(=O)NC(=O)N,,-1.693113263,,
1894,c1ccc(cc1)c1ccc(cc1)/C=N/c1cccc(c1)c1ccccc1,,-2.13076902,,
1895,c1cc(ccc1C(=O)N)O,,0.170261202,,
1896,CN1C(=C(c2ccccc2S1(=O)=O)O)C(=O)Nc1ccccn1,,-2.438899077,,
1897,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C\3/C[C@H](CCC3=C)O)/CCC[C@]12C,,0.595269013,,
1898,Cc1cccc(c1OCC(=O)Nc1ccccc1)Cl,,-0.440491896,,
1899,c1ccc(cc1)c1c(ccc(c1[N+](=O)[O-])O)[N+](=O)[O-],,-0.394128008,,
1900,CCOC(=O)[C@H]([C@H](C(=O)N)O)O,,-1.072362614,,
1901,c1ccc(cc1)Nc1cccc(c1N)Cl,,-0.686608467,,
1902,CN1CC[C@]23[C@H]4CC[C@@H]([C@@H]3Oc3c(ccc(C[C@@H]14)c23)OC)O,,-0.456942235,,
1903,c1cc(c(cc1c1c(c(=O)c2c(cc(cc2o1)O)O)O)O)O,,-1.581767392,,
1904,CC(C)CC(C)OC(=O)NC(=O)N,,-1.815289433,,
1905,CCCCCCC/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,,-2.477818615,,
1906,CCCCCCCCCCCCCCCCCC(=O)OCCO,,-0.999204807,,
1907,CC(=O)Nc1cccc(c1)C(=O)O,,-1.214669172,,
1908,c1cc(ccc1C=O)O,,0.539322329,,
1909,c1ccc(cc1)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,-2.402484727,,
1910,CCCCCCCCC(CC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C)O,,-2.001074769,,
1912,CCCCCCCC[C@@H]([C@H](CCCCCCCCCCCC(=O)O)O)N(=O)=O,,-0.049896619,,
1913,c1cc2c(Cc3cc(ccc23)N)cc1Br,,-1.517953347,,
1914,c1cc(c(c2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])Cl,,-2.531144873,,
1916,CC(C)OC(=O)NC(=O)N,,-1.253629325,,
1917,CCCCOC(=O)NC(=O)N,,-1.114684198,,
1918,c1ccc2c(c1)nc(CSCc1nc3ccccc3o1)o2,,-0.190347928,,
1919,CC(C)CC(C(=O)O)N,,-2.977971986,,
1920,c1ccc(cc1)OC(=O)Oc1ccccc1,,-0.639030045,,
1921,CCCCCCCCCCCCOC(=O)c1cc(c(c(c1)O)O)O,,0.169483185,,
1922,C1CCC(CC1)n1c(CCCCOc2ccc3c(CCC(=O)N3)c2)nnn1,,-1.98098835,,
1923,COc1cc2c(cc1OC)N1C(=O)C[C@H]3[C@@H]4[C@H]5C[C@H]6[C@]2(CCN6CC5=CCO3)[C@@H]14,,0.227894327,,
1924,C=C1C[C@]23C[C@H]1CC[C@H]2[C@]12CC[C@@H]([C@](C)([C@H]1[C@@H]3C(=O)O)C(=O)O2)O,,-1.6435879,,
1925,C=CCc1ccc(c(c1)OC)OCCSCCOc1ccc(CC=C)cc1OC,,-2.617593681,,
1926,C=CCNC(=S)NNc1ccc(cc1)[N+](=O)[O-],,-0.886966081,,
1927,c1cc(c(cc1[N+](=O)[O-])C(=O)O)N,,-1.114267759,,
1928,c1ccc(cc1)C(c1ccccc1)C(c1ccccc1)c1ccccc1,,-2.720888368,,
1929,Cc1cc2C(c3ccc(c(c3C(=O)c2c(c1)O)OC)O)C1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O,,-1.887724776,,
1930,c1ccc(cc1)C(=O)c1ccccc1,,-0.129832963,,
1931,CCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]23)C1,,-2.070758013,,
1932,CC(C)C1=CC[C@H]2C(=C1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)C(=O)O,,-1.70251239,,
1933,CCCCCCCCCCC1C(=O)N=C(N)S1,,-1.753799911,,
1934,c1ccc2c(c1)cccc2NC(=O)NCCC(=O)O,,-2.123908523,,
1935,c1ccc(cc1)COC(=O)NCCCCCC(=O)O,,0.061201085,,
1936,CC1(C)[C@@]2(C)CC[C@@]1(C(=O)OC2=O)Cl,,-1.456273421,,
1937,C1[C@@H]([C@H]([C@@H]([C@@H](O1)ON(=O)=O)ON(=O)=O)ON(=O)=O)ON(=O)=O,,-0.802671124,,
1938,CC(=O)Nc1ccc(cc1)O,,-0.052566894,,
1939,c1ccc2c(c1)C(=O)c1ccccc1C2=O,,-1.77781932,,
1940,Cc1ccc(cc1)N(/C(=N/c1ccccc1)/Nc1ccccc1)c1[nH]c2ccc(C)cc2n1,,-2.737778954,,
1941,c1cc2c(cc1C=O)OCO2,,0.823520944,,
1942,CC1(C)CC(=CC(=C(C#N)C#N)C1)/C=C/c1ccc(cc1)O,,-2.196486306,,
1943,COc1ccc2c(c1)c(ccn2)[C@H]([C@@H]1C[C@H]2CCN1C[C@@H]2C(=O)O)O,,-2.376164922,,
1944,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=N/c1ccc(cc1)N(=O)=O,,-2.221129619,,
1945,c1ccnc(c1)C(=O)O,,-0.357903099,,
1946,c1ccc2c(c1)c(cc(c2Cl)[N+](=O)[O-])[N+](=O)[O-],,-2.152037413,,
1947,c1ccc(c(c1)C(=O)N)O,,-0.2924297,,
1949,C(CCC(=O)[O-])CC[NH3+],,-2.721651726,,
1950,c1cc(C(=O)O)oc1,,0.551813258,,
1951,c1ccc(cc1)/C=C/C=N/NC(=O)C(=O)N,,-3.336913804,,
1952,C[C@@H]1CCC[C@H](C1)NC(=O)c1ccc2ccccc2c1,,-0.300009502,,
1954,CCCCCCC(CC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C)O,,-1.782676142,,
1955,CC(C)(C)OC(=O)NC(=O)N,,-1.345451013,,
1956,CC(C)(C)S(=O)(=O)C(C)(C)C,,-0.044315724,,
1958,C1[C@H]([C@@H]([C@H](C(O)O1)O)O)O,,-1.245804519,,
1959,CCCCCCCCCCCCCCCC(=O)NN,,-2.475452859,,
1960,CCCCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,,-2.21336048,,
1961,CC(=O)OC1C(C(C(C(C1OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)Br,,-3.48023793,,
1962,c1cc(ccc1Br)Br,,-0.867589008,,
1963,CCC(C(C)C)OC(=O)NC(=O)N,,-1.140823795,,
1964,c1ccc(cc1)Cn1cc(CO)nn1,,0.154186179,,
1965,C(CO)CP(=O)(CCCO)CCCO,,-0.411966222,,
1966,CCCCCCCCCCCCCC(=O)O,,-0.184944653,,
1967,CC(C)(CO)[C@@H](C(=O)NCCC(=O)NCCSC(=O)c1cccc2ccccc12)O,,-0.880152424,,
1968,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],,-1.102460505,,
1969,C(=C\C(=O)O)/C=C/C(=O)O,,-2.000113088,,
1970,CC1(C)C2CCC1(C)C(=O)C2Cl,,-0.169738033,,
1972,Cc1c(c(=O)ccn1C)O,,-1.610709477,,
1973,c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,-1.158333962,,
1974,CN(C)c1ccc(cc1)NC(=O)N(C=O)c1ccc(cc1)N(C)C,,-2.274082705,,
1975,c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,-1.928721723,,
1976,CCCCCCCCCCCCCCCCC1C(=O)N=C(N)S1,,-3.68711345,,
1977,c1ccc2ccccc2c1,,-0.187415696,,
1978,C(C(=O)O)NC=O,,-0.522870319,,
1979,CCCCCCCCCCCC(=O)OCC(=O)c1ccccc1,,-0.77226716,,
1980,C(CCCCCNCCCCCCN)CCCCC(=O)O,,-2.477822797,,
1981,c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,-2.938281855,,
1982,Cc1c(cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C)[N+](=O)[O-],,-1.702185548,,
1983,c1ccc(c(c1)C(=O)NO)/N=C/c1ccccn1,,-1.537367482,,
1984,CCOC(=O)c1ccc(cc1C)NC(=O)C,,-0.493410444,,
1985,CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCSC(=O)c1ccccc1)O,,-0.468666514,,
1986,CCCCC(=O)NNC(=O)CCCC,,-0.549591303,,
1987,CC(C)CCCOC(=O)NC(=O)N,,-1.601661013,,
1988,C(CO[N+](=O)[O-])N(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,-2.620276486,,
1989,CCCCN(CCCC)CCOC(=O)c1ccc(cc1)/N=N/c1ccc(cc1N)N,,-0.886878183,,
1990,CCC(=O)NCCNC(=O)CC,,-0.09622215,,
1991,CN(C)c1ccc(cc1)C(=Nc1ccc(cc1)N)c1ccc(cc1)N(C)C,,-1.921003744,,
1992,c1ccc(c(c1)Cl)Nc1ccc(cc1N)Cl,,-1.801285343,,
1993,Cc1cc(c(C)c(c1C(=O)OC)O)O,,0.205744016,,
1994,CC(=O)C1=CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@H](C[C@]12C)O,,0.562124627,,
1995,c1cc2c(c(c1)N)C(=O)N(C1CCC(=O)NC1=O)C2=O,,-2.436556992,,
1996,Cc1ccc(cc1)C(c1ccc(C)cc1)(C(c1ccc(C)cc1)(c1ccc(C)cc1)O)O,,-3.023835587,,
1997,COc1ccc(cc1)P(c1ccc(cc1)OC)c1ccc(cc1)OC,,-2.19358722,,
1998,CCOC(=O)C1C(=O)CC(C)(C(C1c1ccccc1)C(=O)OCC)O,,-1.56390915,,
1999,CC1(C)CC(CC(C)(C)N1)O,,0.361215791,,
2000,Cc1cc(=O)n(c2ccccc2)n1C,,0.492373776,,
2001,c1cnccc1C(=O)N,,-0.241710093,,
2002,c1cc(ccc1CCC(=O)c1c(cc(cc1O)O)O)O,,-0.178478611,,
2003,CCOC(=O)/C=C/C=C/C(=O)OCC,,-0.406026263,,
2004,c1cc(N)nc(c1)N,,0.542212284,,
2005,COC(=O)c1ccccc1O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)O1)O)O)O,,-2.157324451,,
2006,C1N2CN3CN1CN(C2)C3,,-0.788570894,-1.842478898,-0.950811187
2007,c1ccc(cc1)C(C(c1ccccc1)C(=O)c1ccccc1)C1C(=O)c2ccccc2C1=O,,-2.332946187,,
2008,CC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,,-2.593386658,,
2009,c1ccc(cc1)CCOC(=O)NC(=O)N,,-2.415426198,,
2010,CC(=CC(C(Cl)(Cl)Cl)O)C,,0.39824594,,
2011,CCCCCCC(C)OC(=O)NC(=O)N,,-2.025386193,,
2012,CCCCCCC(CCC)(CCC)C(=O)NO,,0.0,-0.610830638,
2013,c1cc(cc(c1)Br)C(=O)O,,-0.438898118,,
2014,C1COC(=O)CO1,,0.845689016,,
2016,CC(C)C1CCC(C)CC1OC(=O)NC(=O)N,,-2.23825764,,
2017,c1ccc(cc1)Nc1ccc(cc1)N=Nc1ccccc1,,0.0681909,,
2018,COC(=O)c1ccc(cc1)N=Nc1ccc(cc1N)N,,-1.940469891,,
2019,C1(C(Cl)(Cl)Cl)OC(C(Cl)(Cl)Cl)OC(C(Cl)(Cl)Cl)O1,,-1.955388283,,
2020,C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](C(C)(C)[C@@H]5CC[C@@]34C)O)[C@@H]2[C@H]1C)C(=O)O,,-2.091437846,,
2021,c1cc2c3ccc(cc3C(c2cc1Cl)O)N,,-1.467648316,,
2022,CC#CC(=O)N1CCC[C@H]1c1nc(c2ccc(cc2)C(=O)Nc2ccccn2)c2c(N)nccn12,,-2.190811492,,
2023,c1ccc(cc1)C(=O)/C=C/c1ccc(cc1)[N+](=O)[O-],,-2.312598381,,
2024,C1CCC(CC1)N(C(=O)C1CCC1)O,,-0.121328008,,
2025,CCCCc1ccc(cc1)/C(=N\Nc1ccc(C)cc1)/C(=O)O,,-1.050605969,,
2026,c1ccc2c(c1)[nH]c(c1cscn1)n2,,-2.164398831,,
2027,c1ccc2c(c1)Nc1ccccc1S2,,-1.039383609,,
2028,c1cc(c(cc1c1coc2cc(cc(c2c1=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O)O,,-3.07662633,,
2029,c1cc(Br)oc1C=O,,-0.544023372,,
2031,C(CCC(=O)O)CC(=O)O,,-0.215388012,,
2032,CC(=O)NCCNC(=O)C,,-0.04161264,,
2033,c1cc(ccc1S(=O)(=O)N)S(=O)(=O)N,,-1.771354104,,
2034,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc12)OCOC(=O)C(C)(C)C,,-0.233704444,,
2035,CCCOC(=O)c1ccc(cc1)N=Nc1ccc(cc1N)N,,-1.481282533,,
2036,c1ccc(cc1)C(=O)O,,0.4390219,,
2037,C([C@@H]1[C@H]([C@@H]([C@@H](C(O)O1)O)O)O)O,,-1.224872541,,
2038,c1ccc(cc1)C(CC(=O)c1ccccc1)C(C#N)c1ccc(cc1)[N+](=O)[O-],,-2.346744758,,
2039,CCCCCCCCCCCCCCCC(=O)O[C@H]1CO[C@@H](c2ccccc2)OC1,,-1.378778812,,
2040,CCCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,,-2.554632308,,
2041,c1ccc(cc1)C(=O)C(=O)c1ccccc1,,-0.73614786,,
2042,C1CCC2C(C1)C1CC2NC2CCCC(NC3CC(C4CCCCC34)NC3CCCC(C3)N1)N2,,-2.756964929,,
